city,country,lat,lng,population
Pedras de Fogo,Brazil,-7.4019,-35.1158,29662
Warrnambool,Australia,-38.3833,142.4833,29661
Toksun,China,42.7918,88.6536,29657
Galesburg,United States,40.9506,-90.3763,29653
Synelnykove,Ukraine,48.3178,35.5119,29651
West Rembo,Philippines,14.5602,121.0615,29649
Husnābād,India,18.1,79.3,29648
Hobart,United States,41.514,-87.2729,29646
Novyi Rozdil,Ukraine,49.4697,24.1367,29643
Monfalcone,Italy,45.8046,13.5329,29637
Puthupalli,India,9.5594,76.5722,29635
Selouane,Morocco,35.0667,-2.9333,29628
Schererville,United States,41.4861,-87.4442,29627
Villa Donato Guerra,Mexico,19.3083,-100.1422,29621
Bregenz,Austria,47.505,9.7492,29620
Jāmai,India,22.1964,78.5919,29620
Pati do Alferes,Brazil,-22.4289,-43.4189,29619
Alquízar,Cuba,22.8067,-82.5828,29616
Placer,Philippines,9.657,125.6016,29616
Xinmin,China,25.4831,104.8416,29614
Agde,France,43.3108,3.4758,29612
Chikuzen,Japan,33.4569,130.5953,29608
Benicarló,Spain,40.4167,0.4167,29607
Central,United States,30.5593,-91.0369,29603
Kalpatta,India,11.6087,76.0834,29602
Mannārgudi,India,11.2761,79.552,29602
Ağdaş,Azerbaijan,40.65,47.4833,29600
Veliyangōd,India,10.7296,75.9471,29596
Kendal,United Kingdom,54.326,-2.745,29594
Fritissa,Morocco,33.6167,-3.55,29594
Laurel,United States,39.0949,-76.8622,29594
Villa Gesell,Argentina,-37.25,-56.9833,29593
Raytown,United States,38.9944,-94.4641,29593
San Agustín Chahal,Guatemala,15.75,-89.5667,29590
Dayr Abū Sa‘īd,Jordan,32.5025,35.6922,29590
Mangdongshan,China,24.1844,98.3385,29587
Kollengode,India,10.6139,76.6908,29587
Waltrop,Germany,51.6167,7.3833,29586
Trutnov,Czechia,50.5606,15.9131,29584
Rārōtt,India,11.4504,75.9306,29583
South Ubian,Philippines,5.18,120.48,29583
Güstrow,Germany,53.7939,12.1764,29582
Barbosa,Colombia,5.933,-73.621,29581
Point Fortin,Trinidad and Tobago,10.1667,-61.6667,29579
Mashan,China,37.0235,112.0467,29578
Tokmak,Ukraine,47.2556,35.7056,29573
Lākheri,India,25.67,76.17,29572
Xalatlaco,Mexico,19.1811,-99.4164,29572
Inagawa,Japan,34.9,135.3833,29571
Limoeiro do Ajuru,Brazil,-1.895,-49.3808,29569
Zamboanguita,Philippines,9.1,123.199,29569
Pedro Betancourt,Cuba,22.7303,-81.2908,29565
Anderson,United States,34.5211,-82.6478,29563
Bogoroditsk,Russia,53.7667,38.1333,29560
Johnston,United States,41.8274,-71.5202,29559
Bafatá,Guinea-Bissau,12.1719,-14.6575,29556
Antsahalava,Madagascar,-19.5835,47.4685,29556
Chiknāyakanhalli,India,13.4161,76.6206,29553
Rota,Spain,36.6167,-6.35,29552
Clichy-sous-Bois,France,48.9102,2.5532,29551
Southgate,United States,42.2047,-83.2057,29551
Maranga,India,25.7592,87.4665,29549
Marmara Ereğlisi,Turkey,40.9697,27.9553,29549
Paraty,Brazil,-23.2194,-44.7147,29544
Purificación,Colombia,3.8586,-74.9306,29539
Cambuí,Brazil,-22.6119,-46.0578,29536
Behror,India,27.8903,76.2861,29531
Sumilao,Philippines,8.3281,124.9783,29531
Longhong,China,19.8828,110.4111,29530
Olocuilta,El Salvador,13.5667,-89.1167,29529
Burton,United States,42.9974,-83.6175,29529
Temse,Belgium,51.1167,4.2,29528
Bra,Italy,44.7,7.85,29523
Vallentuna,Sweden,59.5333,18.0833,29519
Nan’ao,China,38.5162,114.5648,29508
N’Gaous,Algeria,35.555,5.6106,29504
Dongyuya,China,29.5619,111.035,29500
Duanzhuang,China,36.5796,111.7577,29498
Sint-Michielsgestel,Netherlands,51.6433,5.3586,29498
Mīnād,India,8.85,76.6958,29497
Ja‘ār,Yemen,13.2231,45.3056,29495
Shangmuping,China,30.8117,111.0156,29494
Augustów,Poland,53.8436,22.9794,29494
Melrose,United States,42.4556,-71.059,29488
Magna,United States,40.7634,-112.1599,29488
Petrich,Bulgaria,41.3981,23.2069,29479
Kumalarang,Philippines,7.7478,123.1442,29479
Flandes,Colombia,4.2833,-74.8,29478
Escárcega,Mexico,18.6067,-90.7344,29477
Casselberry,United States,28.6624,-81.3217,29473
Arari,Brazil,-3.4539,-44.78,29472
Manticao,Philippines,8.4042,124.2867,29469
Sankaridrug,India,11.4745,77.8691,29467
Brecht,Belgium,51.3494,4.6394,29454
San Lorenzo,United States,37.6733,-122.1332,29453
Dembī Dolo,Ethiopia,8.5353,34.8003,29448
Zaltbommel,Netherlands,51.8123,5.247,29447
Ludwigsfelde,Germany,52.2997,13.2667,29441
Pirakkād,India,9.35,76.35,29437
Winnenden,Germany,48.8764,9.3978,29436
Juchitepec,Mexico,19.0997,-98.8792,29436
Garchitorena,Philippines,13.88,123.7,29436
Ibrāhīmpatnam,India,16.6056,80.3786,29432
Mūdbidri,India,12.9101,75.003,29431
Bujaru,Brazil,-1.515,-48.0447,29427
Gorna Oryahovitsa,Bulgaria,43.1304,25.7041,29423
Sena Madureira,Brazil,-9.0658,-68.6569,29420
Ātmakūr,India,14.6167,79.6167,29419
Pueblo Nuevo Viñas,Guatemala,14.2333,-90.4667,29418
Vadakku Valliyūr,India,8.3829,77.6122,29417
Eastern Goleta Valley,United States,34.4448,-119.7879,29411
Krimpen aan den IJssel,Netherlands,51.92,4.6,29410
Tizi Gheniff,Algeria,36.5833,3.7667,29409
Chichester,United Kingdom,50.8365,-0.7792,29407
Perafita,Portugal,41.2239,-8.6989,29407
Bixby,United States,35.9454,-95.8776,29402
Kyegegwa,Uganda,0.4803,31.0547,29400
Figuil,Cameroon,9.7667,13.9667,29399
Budaörs,Hungary,47.4606,18.9578,29398
Pontedera,Italy,43.6625,10.6328,29393
Tirukkalikkunram,India,12.6092,80.0675,29391
Lavezares,Philippines,12.53,124.33,29390
Bagong Pag-Asa,Philippines,14.6622,121.0331,29389
Vaihingen an der Enz,Germany,48.9328,8.9564,29387
Lāmerd,Iran,27.3336,53.1886,29380
Livadeiá,Greece,38.4333,22.8667,29379
L’Arbaa Naït Irathen,Algeria,36.6367,4.2067,29376
Bois-Colombes,France,48.9175,2.2683,29376
Stafford,United States,39.7049,-74.2643,29375
Oak Park,United States,42.4649,-83.1824,29370
Garfield Heights,United States,41.4199,-81.6038,29369
Marar,India,25.5392,86.5074,29368
Santiago de Baney,Equatorial Guinea,3.7,8.9167,29366
Vero Beach South,United States,27.6132,-80.4163,29365
Bāglung,Nepal,28.2667,83.6,29360
Orange,France,44.1383,4.8097,29357
Fleming Island,United States,30.0988,-81.7124,29351
Didiéni,Mali,13.885,-8.0928,29349
Pilachikare,India,12.0855,75.2545,29348
Póvoa de Santa Iria,Portugal,38.8562,-9.0685,29348
Glória do Goitá,Brazil,-7.9992,-35.2911,29347
Ra’s al ‘Ayn,Syria,36.8503,40.0706,29347
Casma,Peru,-9.4742,-78.3106,29343
Texarkana,United States,33.436,-93.9959,29343
Pattikonda,India,15.4,77.5167,29342
Nalakadoddi,India,15.4,77.5167,29342
Englewood,United States,40.8917,-73.9736,29342
Castelvetrano,Italy,37.6786,12.7917,29341
Madang,Papua New Guinea,-5.2248,145.7853,29339
Northeim,Germany,51.7067,10.0011,29337
Tönisvorst,Germany,51.3208,6.4931,29331
Aralam,India,11.9992,75.764,29328
Pignon,Haiti,19.337,-72.1171,29327
Fountain,United States,38.6886,-104.6829,29327
Shikharpur,Nepal,27.7467,85.5097,29318
Mioveni,Romania,44.9569,24.9406,29317
Guotang,China,23.8384,115.9201,29315
Pitou,Taiwan,23.8775,120.4706,29314
Hajdúböszörmény,Hungary,47.6667,21.5167,29310
Yōrō,Japan,35.3084,136.5614,29309
Ski,Norway,59.7167,10.8333,29307
Kirkwood,United States,38.5788,-90.4203,29302
Fresnes,France,48.755,2.3221,29298
Benhao,China,18.615,109.931,29295
Swarzędz,Poland,52.4083,17.0714,29295
Emmen,Switzerland,47.0772,8.3,29292
Jacksonville,United States,34.8807,-92.1304,29285
Glenville,United States,42.8869,-73.9925,29284
Carmona,Spain,37.4667,-5.6333,29279
Harrison,United States,41.0236,-73.7193,29279
San Rafael,Mexico,20.1889,-96.8658,29277
Shuangtian,China,22.864,114.5443,29276
Namaacha,Mozambique,-25.9667,32.0333,29272
Khunti,India,23.081,85.2774,29271
Licab,Philippines,15.54,120.7619,29269
Shibushi,Japan,31.4772,131.1,29267
Cocula,Mexico,20.39,-103.82,29267
Oslob,Philippines,9.55,123.4,29264
Rasrā,India,25.85,83.85,29263
Geislingen an der Steige,Germany,48.6244,9.8306,29261
Garaimāri,India,24.0217,88.6263,29260
Springe,Germany,52.2167,9.55,29258
McCandless,United States,40.5836,-80.0283,29258
Quivicán,Cuba,22.8247,-82.3558,29253
Paratinga,Brazil,-12.6908,-43.1839,29252
Cachoeira,Brazil,-12.6178,-38.9558,29250
Clarksburg,United States,39.2246,-77.2659,29246
Dildārnagar,India,25.4309,83.6665,29242
Lepe,Spain,37.2542,-7.2033,29241
Villiers-le-Bel,France,49.0094,2.3911,29238
Bromsgrove,United Kingdom,52.3353,-2.0592,29237
Kōshū,Japan,35.7043,138.7294,29237
Udaipur,India,27.7289,75.4716,29236
Fandriana,Madagascar,-20.2296,47.3745,29232
Ternivka,Ukraine,48.5167,36,29226
Actopan,Mexico,20.2681,-98.9442,29223
Capitán Bermúdez,Argentina,-32.8167,-60.7167,29218
Maddagiri,India,13.66,77.21,29215
Babaeski,Turkey,41.4325,27.0931,29215
Bühl,Germany,48.6953,8.135,29214
Tōmi,Japan,36.3594,138.3304,29213
Fundão,Portugal,40.1333,-7.5,29213
Cottica,Suriname,3.8542,-54.2281,29210
Dougabougou,Mali,13.8186,-6.1189,29208
Rösrath,Germany,50.9,7.1833,29206
Beldānga,India,23.93,88.25,29205
Suisun City,United States,38.2473,-122.0091,29205
Esmeralda,Cuba,21.8561,-78.1114,29203
Bulung’ur Shahri,Uzbekistan,39.76,67.27,29200
Poás,Costa Rica,10.106,-84.2475,29199
Redondela,Spain,42.2833,-8.6167,29192
Ermont,France,48.9922,2.2603,29189
Santa Cruz Cabrália,Brazil,-16.2778,-39.025,29185
Poona-Piagapo,Philippines,8.08,124.08,29183
Nola,Central African Republic,3.5333,16.0667,29181
Arniquet,Haiti,18.1463,-73.875,29180
La Source,Haiti,18.0714,-73.9006,29180
Alegre,Brazil,-20.7639,-41.5328,29177
Aipe,Colombia,3.2167,-75.2333,29177
Changzhi,Taiwan,22.6833,120.5333,29177
Irará,Brazil,-12.05,-38.7667,29173
San Fernando,Mexico,24.8504,-98.16,29171
Oktyabr’sk,Kazakhstan,49.4556,57.4161,29169
Ath,Belgium,50.6167,3.7667,29164
Lacey,United States,39.8564,-74.2624,29164
Statesville,United States,35.7842,-80.8713,29161
Blankenfelde,Germany,52.35,13.4,29159
Queensbury,United States,43.3568,-73.6765,29155
Nieuwkoop,Netherlands,52.1833,4.7667,29151
Rāghopur,India,26.1785,86.0892,29149
Hinunangan,Philippines,10.4,125.2,29149
Slobodskoy,Russia,58.7208,50.185,29148
Sidi Allal el Bahraoui,Morocco,33.983,-6.417,29147
Yehud,Israel,32.0333,34.8833,29146
Losino-Petrovskiy,Russia,55.8744,38.2017,29143
East Palo Alto,United States,37.4671,-122.1352,29143
Yomou,Guinea,7.566,-9.2533,29138
Ban Bang Khu Wat,Thailand,13.9576,100.4903,29138
Gates,United States,43.1514,-77.713,29138
Pallijkarani,India,12.9333,80.2022,29132
Mahendragarh,India,28.28,76.15,29128
Whitehall,United States,40.6571,-75.5046,29128
Riesa,Germany,51.3081,13.2939,29127
Nakrekal,India,17.1647,79.4275,29126
Takanezawa,Japan,36.631,139.9865,29123
São Miguel do Iguaçu,Brazil,-25.3478,-54.2378,29122
Saalfeld,Germany,50.65,11.3667,29121
Culemborg,Netherlands,51.95,5.2333,29121
Sopó,Colombia,4.9167,-73.9333,29120
İncesu,Turkey,38.6222,35.1847,29120
San Cristóbal,Cuba,22.7169,-83.0511,29119
Moñitos,Colombia,9.2503,-76.1325,29117
Primero de Enero,Cuba,21.9453,-78.4189,29117
Sānkrāil,India,22.5583,88.2278,29114
Ozumba,Mexico,19.0392,-98.7936,29114
Viacha,Bolivia,-16.6533,-68.3017,29108
Xiaobazi,China,27.333,105.5099,29108
Kelkheim (Taunus),Germany,50.1378,8.4497,29106
Desenzano del Garda,Italy,45.4689,10.535,29106
Colgong,India,25.2633,87.2326,29104
Asipovichy,Belarus,53.2933,28.4756,29103
Rapallo,Italy,44.35,9.2333,29103
Cambuslang,United Kingdom,55.819,-4.1671,29100
Şūrān,Syria,35.2919,36.7485,29100
Budaka,Uganda,1.0167,33.945,29100
Sherobod,Uzbekistan,37.6667,67,29100
Madīnat Zāyid,United Arab Emirates,23.6522,53.6536,29095
Pālpā,Nepal,27.8667,83.55,29095
Boyabat,Turkey,41.4653,34.7708,29093
Mehlville,United States,38.5018,-90.3149,29089
Sonāmukhi,India,23.3,87.42,29085
Kālappatti,India,11.0794,77.0371,29084
Zhongwangzhuang,China,38.0333,115.2667,29079
Easton,United States,40.6858,-75.2209,29079
Alushta,Ukraine,44.6672,34.3978,29078
Sexmoan,Philippines,14.936,120.623,29076
Heswall,United Kingdom,53.328,-3.099,29075
Sachse,United States,32.9726,-96.5793,29075
Stoughton,United States,42.1192,-71.1019,29074
Bella Vista,Argentina,-28.4667,-59.05,29071
Chili,United States,43.0845,-77.7541,29070
Teapa,Mexico,17.5483,-92.953,29068
Marigliano,Italy,40.9333,14.45,29067
Boxmeer,Netherlands,51.6483,5.9444,29065
East Lake-Orient Park,United States,27.997,-82.3653,29064
Pont-y-pŵl,United Kingdom,51.703,-3.041,29062
Kitui,Kenya,-1.3667,38.0167,29062
Paripiranga,Brazil,-10.6875,-37.8617,29058
Russellville,United States,35.2762,-93.1383,29057
Vattalkundu,India,10.163,77.758,29054
Catandica,Mozambique,-18.0564,33.1747,29052
Meißen,Germany,51.1667,13.4833,29051
Shiqiao,China,34.1418,105.1214,29050
Uttamapālaiyam,India,9.8,77.3333,29050
Mirandópolis,Brazil,-21.1336,-51.1017,29043
Sendjas,Algeria,36.0667,1.4,29043
Lugus,Philippines,5.7,120.82,29043
Santo Domingo,Philippines,17.6414,120.4108,29041
Sotteville-lès-Rouen,France,49.4092,1.09,29039
Emmendingen,Germany,48.1214,7.8492,29035
Deodrug,India,16.4167,76.9341,29032
Johi,Pakistan,26.6921,67.6133,29031
Somotillo,Nicaragua,13.0333,-86.9167,29030
Vallikunnam,India,9.1167,76.5333,29029
Tocache Nuevo,Peru,-8.1889,-76.5139,29029
Togitsu,Japan,32.8289,129.8486,29025
Kudat,Malaysia,6.8837,116.8477,29025
Independence,United States,38.951,-84.5492,29024
Winterswijk,Netherlands,51.9667,6.7167,29022
San Marcos,Nicaragua,11.9167,-86.2,29019
Benavente,Portugal,38.9833,-8.8167,29019
Reforma,Mexico,17.8658,-93.1472,29018
San Javier,Chile,-36.6,-71.75,29017
Hendījān,Iran,30.2383,49.7075,29015
Ouled Haddaj,Algeria,36.72,3.35,29012
Carmo do Paranaíba,Brazil,-19.0008,-46.3158,29011
Pirri,Italy,39.2458,9.1288,29011
Ipubi,Brazil,-7.6519,-40.1489,29009
Vandiyūr,India,9.9092,78.1609,29009
Ponmana,India,9.0167,76.5167,29008
Dapa,Philippines,9.7578,126.0528,29006
Úrsulo Galván,Mexico,19.4,-96.3,29005
Shaker Heights,United States,41.4744,-81.5496,29004
Abasolo,Mexico,20.45,-101.517,29002
Ahmer el ’Aïn,Algeria,36.4781,2.5639,29000
Ofaqim,Israel,31.2833,34.6167,29000
Sortöbe,Kazakhstan,42.86,75.23,29000
Senhora da Hora,Portugal,41.1856,-8.6508,29000
Timizart,Algeria,36.8,4.2667,28996
Gūdalūr,India,11.1455,76.9366,28995
Câmpina,Romania,45.13,25.74,28993
Humansdorp,South Africa,-34.0333,24.7667,28990
Enterprise,United States,31.3275,-85.8463,28990
Hārij,India,23.7,71.9,28988
Jeffersontown,United States,38.2049,-85.5701,28988
Ystad,Sweden,55.4167,13.8167,28985
Cervia,Italy,44.25,12.3667,28983
La Dorada,Colombia,0.3436,-76.9108,28982
Great Yarmouth,United Kingdom,52.6078,1.7331,28979
Cruces,Cuba,22.3419,-80.2761,28977
Plachēri,India,11.8361,76.175,28970
Germī,Iran,39.0297,48.0803,28967
Mount Olive,United States,40.8662,-74.7426,28964
Tosya,Turkey,41.0172,34.0383,28963
Langley,Canada,49.0987,-122.6597,28963
Ammi Moussa,Algeria,35.8667,1.1167,28962
Horki,Belarus,54.2667,30.9833,28961
Kailāras,India,26.305,77.616,28955
Ḩawţat Sudayr,Saudi Arabia,25.5967,45.6274,28954
Limoeiro de Anadia,Brazil,-9.7406,-36.5028,28953
Hajira,Pakistan,33.7717,73.8961,28953
Premiá de Mar,Spain,41.4919,2.3619,28951
Tondela,Portugal,40.5164,-8.0808,28946
Hakmana,Sri Lanka,6.0836,80.6445,28941
Ampatuan,Philippines,6.8348,124.4581,28941
Cártama,Spain,36.7114,-4.6306,28934
Humberto de Campos,Brazil,-2.5983,-43.4611,28932
Sibanicú,Cuba,21.2389,-77.5211,28930
Široki Brijeg,Bosnia and Herzegovina,43.3667,17.5833,28929
Hanawa,Japan,40.2158,140.7884,28929
Santo Niño,Philippines,14.5033,121.0031,28925
Pucón,Chile,-39.2767,-71.9744,28923
Fabriano,Italy,43.3386,12.9085,28918
Siquijor,Philippines,9.18,123.58,28915
Ban Phai,Thailand,16.06,102.731,28913
Arfoud,Morocco,31.4361,-4.2328,28912
Jimenez,Philippines,8.3333,123.8333,28909
La Calera,Colombia,4.7531,-73.92,28908
Perry Hall,United States,39.4068,-76.478,28908
Kuttuparamba,India,11.8278,75.5659,28907
Tabuelan,Philippines,10.85,123.9,28907
Candelária,Brazil,-29.6689,-52.7889,28906
Ariyalūr,India,11.1372,79.0778,28902
Dalfsen,Netherlands,52.5064,6.2606,28901
Mechernich,Germany,50.6,6.65,28900
Nāhan,India,30.55,77.3,28899
Bielawa,Poland,50.7,16.6167,28896
Três Marias,Brazil,-18.2058,-45.2419,28895
Coromandel,Brazil,-18.4728,-47.2,28894
Le Plessis-Robinson,France,48.7811,2.2633,28893
Tazmalt,Algeria,36.3844,4.3992000000000004,28891
Karippira,India,8.95,76.7167,28888
Borzya,Russia,50.3833,116.5167,28888
Lādwa,India,29.9958,77.04,28887
Arrentela,Portugal,38.6267,-9.1036,28886
Gidri,India,30.8461,75.8623,28884
Grimsby,Canada,43.2,-79.55,28883
Ponot,Philippines,8.4428,123.0219,28881
Munsan,"Korea, South",37.8529,126.7848,28880
Maubeuge,France,50.2775,3.9734,28879
Mondlo,South Africa,-27.967,30.722,28871
Carinhanha,Brazil,-14.305,-43.765,28869
Welk’īt’ē,Ethiopia,8.2833,37.7833,28866
Brodnica,Poland,53.2597,19.3956,28865
Santa Cruz das Palmeiras,Brazil,-21.8269,-47.2489,28864
Pokhrām,India,25.9358,86.1974,28861
Baleno,Philippines,12.4739,123.4982,28855
Lake in the Hills,United States,42.1913,-88.3477,28853
Mathba,Bangladesh,22.2862,89.9588,28851
Woodley,United Kingdom,51.453,-0.902,28848
Thabazimbi,South Africa,-24.6,27.4,28847
Piracuruca,Brazil,-3.9278,-41.7089,28846
Izegem,Belgium,50.9167,3.2,28845
Rehoboth,Namibia,-23.3167,17.0833,28843
Kūdligi,India,14.905,76.3853,28840
Vīrapāndi,India,11.0625,77.3508,28839
Vícar,Spain,36.8317,-2.6431,28835
Śrem,Poland,52.0886,17.0147,28835
Greenville,United States,33.385,-91.0514,28833
Duzhuang,China,39.9867,119.5409,28831
Labinsk,Russia,44.6333,40.7333,28831
Ibaiti,Brazil,-23.8489,-50.1878,28830
Las Rosas,Mexico,16.3667,-92.35,28829
Kodumur,India,15.6833,77.7833,28828
Caetés,Brazil,-8.7728,-36.6228,28827
Caicedonia,Colombia,4.3333,-75.8333,28825
Takahashi,Japan,34.7914,133.6164,28825
Babatngon,Philippines,11.4207,124.8434,28823
Hirado,Japan,33.3681,129.5536,28822
Burbank,United States,41.7444,-87.7686,28822
Gusev,Russia,54.5833,22.2,28820
San Lucas Sacatepéquez,Guatemala,14.6167,-90.65,28819
Narsimlāpet,India,17.51,79.8044,28819
Curridabat,Costa Rica,9.916,-84.0348,28817
Kamphaeng Phet,Thailand,16.4811,99.5222,28817
Kamalāpuram,India,15.3044,76.4765,28815
Garupá,Argentina,-27.4833,-55.8333,28814
Vihti,Finland,60.4167,24.3167,28811
Roseaux,Haiti,18.6006,-74.0195,28811
Yoshida,Japan,34.7667,138.25,28811
Asago,Japan,35.3333,134.85,28802
Tarawa,Kiribati,1.3382,173.0176,28802
Pingdeng,China,26.0564,109.9239,28800
Candelaria,Spain,28.3547,-16.3711,28795
Ponmala,India,11.0221,76.0432,28795
Landhaura,India,29.82,77.93,28786
Metu,Ethiopia,8.3,35.5833,28782
Acatenango,Guatemala,14.5544,-90.9439,28780
Artëmovskiy,Russia,57.3564,61.8711,28775
Manatí,Cuba,21.3144,-76.9378,28773
Hanwell,United Kingdom,51.509,-0.338,28768
Golden Gate,United States,26.1844,-81.7031,28767
Stanford le Hope,United Kingdom,51.514,0.4244,28765
Zighout Youcef,Algeria,36.5333,6.7167,28764
Converse,United States,29.5091,-98.3084,28764
Umrat,India,21.1152,72.857,28761
Misilmeri,Italy,38.0333,13.45,28760
Charenton-le-Pont,France,48.8265,2.405,28756
Maddūr,India,12.5849,77.05,28754
Pilón,Cuba,19.9053,-77.3208,28752
Höxter,Germany,51.7667,9.3667,28749
Marks,Russia,51.7167,46.75,28749
Zhonghechang,China,27.8886,107.2531,28745
Kikinda,Serbia,45.8333,20.45,28743
Carauari,Brazil,-4.8828,-66.8958,28742
Nongstoin,India,25.52,91.27,28742
Twentynine Palms,United States,34.1478,-116.0659,28738
Villanueva,Colombia,10.6,-72.9833,28736
Sabaa Aiyoun,Morocco,33.9,-5.3667,28736
Rāikot,India,30.65,75.6,28734
Kaïs,Algeria,35.4947,6.9242,28724
Tanglou,China,22.2272,110.863,28718
Tantoucun,China,22.1888,110.871,28718
Maki,Japan,37.7605,138.8893,28713
Chahe,China,27.1694,105.3792,28711
Schwelm,Germany,51.2667,7.2667,28711
Andoharanomaitso,Madagascar,-21.4738,46.9628,28708
Muritiba,Brazil,-12.6258,-38.99,28707
San Pedro del Pinatar,Spain,37.8167,-0.75,28706
Camas,Spain,37.4,-6.0333,28705
Ballymena,United Kingdom,54.86,-6.28,28704
Krotoszyn,Poland,51.6833,17.4333,28704
Tibiao,Philippines,11.2892,122.0342,28703
Paraparaumu,New Zealand,-40.9144,175.0056,28701
Mabini,Philippines,9.865,124.523,28701
Pakwach,Uganda,2.4619,31.4983,28700
Katima Mulilo,Namibia,-17.5,24.2667,28699
Leonding,Austria,48.2667,14.25,28698
Ferdows,Iran,34.0192,58.1731,28695
Kınık,Turkey,39.0939,27.3767,28694
Pilar,Philippines,9.83,124.33,28693
Bochnia,Poland,49.9833,20.4333,28692
Bang Phongphang,Thailand,13.6791,100.5291,28692
Murlīganj,India,25.9,86.98,28691
Nauhata,India,25.9971,86.4887,28687
Navolato,Mexico,24.7656,-107.7019,28676
Linden,Guyana,6,-58.3,28674
Daphne,United States,30.6263,-87.8816,28673
Bridgewater,United States,41.9728,-70.9749,28669
Soissons,France,49.3817,3.3236,28667
Old Harbour,Jamaica,17.9333,-77.1167,28665
Danville,United States,40.1426,-87.6111,28663
Oranjestad,Aruba,12.5186,-70.0358,28658
Santiago,Philippines,9.27,125.56,28657
Doña Remedios Trinidad,Philippines,15,121.08,28656
Saint-Étienne-du-Rouvray,France,49.3786,1.105,28653
Nowy Dwór Mazowiecki,Poland,52.4333,20.7167,28651
Esparza,Costa Rica,9.9959,-84.6467,28644
Shamalgan,Kazakhstan,43.3708,76.6236,28644
Esztergom,Hungary,47.7856,18.7403,28642
Northampton,United States,42.3266,-72.6745,28640
San Salvador,Mexico,20.2833,-99.0153,28637
Ciudad Ixtepec,Mexico,16.5628,-95.1,28637
Pitoa,Cameroon,9.3833,13.5333,28636
West Springfield,United States,42.1253,-72.6503,28635
Oyabe,Japan,36.6755,136.8687,28634
Pattāmbi,India,10.8057,76.1957,28632
Kudymkar,Russia,59.0167,54.6667,28630
Sarny,Ukraine,51.3372,26.6058,28626
Carney,United States,39.405,-76.5235,28624
Mondragone,Italy,41.1,13.8833,28622
Borba,Brazil,-4.3878,-59.5939,28619
Saito,Japan,32.1086,131.4014,28618
Kombissiri,Burkina Faso,12.0667,-1.3333,28617
Fenoarivobe,Madagascar,-18.4517,46.564,28616
Pawāyan,India,28.0663,80.1031,28613
Manga,Burkina Faso,11.6667,-1.0667,28612
Ciudad Sahagun,Mexico,19.7714,-98.5803,28609
Neduvannūr,India,10.1167,76.35,28607
Edayikunnam,India,10.1009,76.3713,28607
Mirzāpur,Bangladesh,24.1029,90.0984,28602
Bom Jesus,Brazil,-4.42,-46.765,28599
Dieppe,France,49.925,1.075,28599
Tudela,Philippines,8.2472,123.8424,28599
Saugus,United States,42.4681,-71.0145,28599
San Carlos,Colombia,8.8006,-75.7022,28597
Xizhou,Taiwan,24.1156,120.535,28597
Tracuateua,Brazil,-1.0719,-46.8969,28595
Laoaoba,China,26.8667,105.5167,28595
Mampikony,Madagascar,-16.0925,47.646,28593
Akkattettar,India,10.8167,76.65,28592
